title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,new_location,new_continent
"M 7.3 - 126 km W of Kirakira, Solomon Islands",7.3,20-01-2003 08:43,0,6,Unknown,0,820,us,457,0.0,0.0,mwc,33.0,-10.491,160.77,Solomon Islands,Oceania
"M 6.7 - 191 km SE of Kokopo, Papua New Guinea",6.7,10-01-2003 13:11,0,5,Unknown,0,691,us,323,0.0,0.0,mwb,71.9,-5.311,153.701,Papua New Guinea,Oceania
"M 6.7 - New Ireland region, Papua New Guinea",6.7,12-12-2002 08:30,0,6,Unknown,0,691,us,453,0.0,0.0,mwb,34.0,-4.786,153.275,Papua New Guinea,Oceania
"M 7.9 - 75 km E of Cantwell, Alaska",7.9,03-11-2002 22:12,8,9,Unknown,0,1750,ak,0,0.0,0.0,mw,4.2,63.5141,-147.453,United States,North America
"M 7.4 - 50 km NW of Sinabang, Indonesia",7.4,02-11-2002 01:26,0,7,Unknown,0,842,us,418,0.0,0.0,mwb,30.0,2.824,96.085,Indonesia,Asia
"M 6.6 - 53 km ENE of Cantwell, Alaska",6.6,23-10-2002 11:27,0,7,Unknown,0,670,ak,0,0.0,0.0,mw,4.2,63.5144,-147.912,United States,North America
"M 6.7 - 72 km S of Manokwari, Indonesia",6.7,10-10-2002 12:28,0,7,Unknown,0,691,us,250,0.0,0.0,ms,10.0,-1.511,133.973,Indonesia,Asia
"M 7.6 - 102 km SSE of Manokwari, Indonesia",7.6,10-10-2002 10:50,0,7,Unknown,0,889,us,375,0.0,0.0,mwc,10.0,-1.757,134.297,Indonesia,Asia
"M 6.5 - 152 km NNE of Bamboo Flat, India",6.5,13-09-2002 22:28,0,6,Unknown,0,650,us,646,0.0,0.0,mwc,21.0,13.036,93.068,India,Asia
"M 7.6 - 68 km ESE of Aitape, Papua New Guinea",7.6,08-09-2002 18:44,0,7,Unknown,0,889,us,428,0.0,0.0,mwc,13.0,-3.302,142.945,Papua New Guinea,Oceania
"M 6.5 - 114 km SSE of San Jose Village, Northern Mariana Islands",6.5,14-08-2002 13:57,0,4,Unknown,0,650,us,260,0.0,0.0,mwc,30.0,14.101,146.199,Northern Mariana Islands,Oceania
"M 6.5 - 14 km SE of Punta de Burica, Panama",6.5,31-07-2002 00:16,0,7,Unknown,0,650,us,533,0.0,0.0,mwc,10.0,7.929,-82.793,Panama,North America
"M 6.5 - 59 km SSW of Abhar, Iran",6.5,22-06-2002 02:58,0,8,Unknown,0,650,us,555,0.0,0.0,mwc,10.0,35.626,49.047,Iran,Asia
"M 6.6 - 20 km SW of Monte Patria, Chile",6.6,18-06-2002 13:56,0,7,Unknown,0,670,us,420,0.0,0.0,mwb,54.0,-30.805,-71.124,Chile,South America
"M 6.7 - 190 km NW of Sola, Vanuatu",6.7,17-06-2002 21:26,0,5,Unknown,0,691,us,272,0.0,0.0,mwc,33.0,-12.592,166.383,Solomon Islands,Oceania
"M 7.1 - 20 km SSW of Merizo Village, Guam",7.1,26-04-2002 16:06,0,7,Unknown,0,776,us,257,0.0,0.0,mwc,85.7,13.088,144.619,Guam,Oceania
"M 6.7 - 31 km SW of Copiapó, Chile",6.7,18-04-2002 16:08,0,7,Unknown,0,691,us,462,0.0,0.0,mwb,62.0,-27.535,-70.586,Chile,South America
"M 6.8 - 27 km SSW of Nuxco, Mexico",6.8,18-04-2002 05:02,0,6,Unknown,0,711,us,292,0.0,0.0,mwc,24.9,16.985,-100.865,Mexico,North America
"M 7.1 - 67 km ENE of Hualien City, Taiwan",7.1,31-03-2002 06:52,0,6,Unknown,0,776,us,550,0.0,0.0,mwc,32.8,24.279,122.179,Taiwan,Asia
"M 6.5 - 107 km NE of Calama, Chile",6.5,28-03-2002 04:56,0,5,Unknown,0,650,us,486,0.0,0.0,mwc,125.1,-21.663,-68.329,Chile,South America
"M 7.5 - Mindanao, Philippines",7.5,05-03-2002 21:16,0,7,Unknown,0,865,us,321,0.0,0.0,mwc,31.0,6.033,124.249,Philippines,Asia
"M 7.4 - 51 km SW of Jurm, Afghanistan",7.4,03-03-2002 12:08,0,5,Unknown,0,842,us,138,0.0,0.0,mwc,225.6,36.502,70.482,Afghanistan,Asia
"M 6.6 - 125 km E of Kimbe, Papua New Guinea",6.6,05-02-2002 13:27,0,6,Unknown,0,670,us,444,0.0,0.0,mwc,39.0,-5.345,151.248,Papua New Guinea,Oceania
"M 6.5 - 5 km NE of Sultanda??, Turkey",6.5,03-02-2002 07:11,0,7,Unknown,0,650,us,482,0.0,0.0,mwc,5.0,38.573,31.271,Turkey,Europe
"M 6.7 - 11 km SE of Aitape, Papua New Guinea",6.7,10-01-2002 11:14,0,8,Unknown,0,691,us,333,0.0,0.0,mwc,11.0,-3.212,142.427,Papua New Guinea,Oceania
"M 6.6 - 33 km WNW of Port-Vila, Vanuatu",6.6,03-01-2002 10:17,0,6,Unknown,0,670,us,386,0.0,0.0,mwc,10.0,-17.664,168.004,Vanuatu,Oceania
"M 7.2 - 50 km WNW of Port-Vila, Vanuatu",7.2,02-01-2002 17:22,0,6,Unknown,0,798,us,427,0.0,0.0,mwc,21.0,-17.6,167.856,Vanuatu,Oceania
"M 6.8 - 22 km WNW of Malango, Solomon Islands",6.8,23-12-2001 22:52,0,7,Unknown,0,711,us,385,0.0,0.0,mwc,16.0,-9.613,159.53,Solomon Islands,Oceania
"M 6.8 - 62 km SSW of Yonakuni, Japan",6.8,18-12-2001 04:02,0,5,Unknown,0,711,us,499,0.0,0.0,mwc,14.0,23.954,122.734,Japan,Asia
"M 6.5 - 3 km NW of Hanamaki, Japan",6.5,02-12-2001 13:01,0,5,Unknown,0,650,us,605,0.0,0.0,mwc,123.8,39.402,141.089,Japan,Asia
"M 7.8 - Southern Qinghai, China",7.8,14-11-2001 09:26,0,9,Unknown,0,936,us,368,0.0,0.0,mwc,10.0,35.946,90.541,China,Asia
"M 7.0 - 40 km S of Kimbe, Papua New Guinea",7.0,31-10-2001 09:10,0,7,Unknown,0,754,us,254,0.0,0.0,mwc,33.0,-5.912,150.196,Papua New Guinea,Oceania
"M 7.5 - 155 km E of Kendari, Indonesia",7.5,19-10-2001 03:28,0,6,Unknown,0,865,us,234,0.0,0.0,mwc,33.0,-4.102,123.907,Indonesia,Asia
"M 7.0 - 69 km SSE of Inarajan Village, Guam",7.0,12-10-2001 15:02,0,6,Unknown,0,754,us,482,0.0,0.0,mwc,37.0,12.686,144.98,Guam,Oceania
"M 6.5 - 108 km WNW of Manokwari, Indonesia",6.5,11-09-2001 14:56,0,6,Unknown,0,650,us,174,0.0,0.0,mwc,33.0,-0.578,133.13,Indonesia,Asia
"M 6.6 - 74 km S of Kokhanok, Alaska",6.6,28-07-2001 07:32,6,6,Unknown,0,754,ak,0,0.0,0.0,mw,131.8,58.775,-154.701,United States,North America
"M 6.5 - 32 km WNW of Skýros, Greece",6.5,26-07-2001 00:21,0,8,Unknown,0,650,us,483,0.0,0.0,mwc,10.0,39.059,24.244,Greece,Europe
"M 7.6 - 51 km SW of Punta de Bombón, Peru",7.6,07-07-2001 09:38,0,7,Unknown,0,889,us,398,0.0,0.0,mwc,33.0,-17.543,-72.077,Peru,South America
"M 6.6 - 31 km S of Achanizo, Peru",6.6,05-07-2001 13:53,0,7,Unknown,0,670,us,324,0.0,0.0,mwc,62.0,-16.086,-73.987,Peru,South America
"M 6.7 - 34 km WSW of Pacocha, Peru",6.7,26-06-2001 04:18,0,6,Unknown,0,691,us,422,0.0,0.0,mwc,24.0,-17.745,-71.649,Peru,South America
"M 8.4 - 6 km SSW of Atico, Peru",8.4,23-06-2001 20:33,0,8,Unknown,0,1086,official,518,0.0,0.0,mww,33.0,-16.265,-73.641,Peru,South America
"M 6.7 - 128 km SSE of Panguna, Papua New Guinea",6.7,19-04-2001 21:43,0,6,Unknown,0,691,us,282,0.0,0.0,mwc,17.0,-7.41,155.865,Solomon Islands,Oceania
"M 6.8 - 16 km SSW of Kure, Japan",6.8,24-03-2001 06:27,0,7,Unknown,0,711,us,596,0.0,0.0,mwc,50.0,34.083,132.526,Japan,Asia
"M 6.5 - 41 km SSW of Ambon, Indonesia",6.5,19-03-2001 05:52,0,6,Unknown,0,650,us,206,0.0,0.0,mwc,33.0,-4.029,128.02,Indonesia,Asia
"M 6.8 - 7 km SSE of Longbranch, Washington",6.8,28-02-2001 18:54,7,7,Unknown,0,1441,uw,67,0.0,31.0,md,51.798,47.149,-122.727,United States,North America
"M 7.1 - 137 km WNW of Ternate, Indonesia",7.1,24-02-2001 07:23,0,7,Unknown,0,776,us,426,0.0,0.0,mwc,35.0,1.271,126.249,Indonesia,Asia
"M 7.4 - 102 km SSE of Bengkulu, Indonesia",7.4,13-02-2001 19:28,0,6,Unknown,0,842,us,221,0.0,0.0,mwc,36.0,-4.68,102.562,Indonesia,Asia
"M 6.6 - 5 km S of Cojutepeque, El Salvador",6.6,13-02-2001 14:22,0,8,Unknown,0,670,us,273,0.0,0.0,mwc,10.0,13.671,-88.938,El Salvador,North America
"M 7.7 - 17 km NW of Bhach?u, India",7.7,26-01-2001 03:16,0,9,Unknown,0,912,us,472,0.0,0.0,mwc,16.0,23.419,70.232,India,Asia
"M 6.9 - 59 km WSW of Bengkulu, Indonesia",6.9,16-01-2001 13:25,0,6,Unknown,0,732,us,117,0.0,0.0,mwb,28.0,-4.022,101.776,Indonesia,Asia
"M 7.7 - 28 km SSW of Puerto El Triunfo, El Salvador",7.7,13-01-2001 17:33,0,8,Unknown,0,912,us,427,0.0,0.0,mwc,60.0,13.049,-88.66,El Salvador,North America
"M 6.9 - 47 km S of Old Harbor, Alaska",6.9,10-01-2001 16:02,5,7,Unknown,0,745,ak,0,0.0,0.0,mw,36.4,56.7744,-153.281,United States,North America
"M 7.1 - 16 km NE of Port-Olry, Vanuatu",7.1,09-01-2001 16:49,0,7,Unknown,0,776,us,372,0.0,0.0,mwb,103.0,-14.928,167.17,Vanuatu,Oceania
"M 6.8 - Mindanao, Philippines",6.8,01-01-2001 08:54,0,5,Unknown,0,711,us,64,0.0,0.0,mwc,33.0,6.631,126.899,Philippines,Asia
"M 7.5 - 21 km SE of Lukatan, Philippines",7.5,01-01-2001 06:57,0,7,Unknown,0,865,us,324,0.0,0.0,mwc,33.0,6.898,126.579,Philippines,Asia
"M 6.5 - 52 km ENE of Kokopo, Papua New Guinea",6.5,06-12-2000 22:57,0,7,Unknown,0,650,us,401,0.0,0.0,mwc,31.0,-4.218,152.725,Papua New Guinea,Oceania
"M 7.0 - 37 km E of Balkanabat, Turkmenistan",7.0,06-12-2000 17:11,0,7,Unknown,0,754,us,495,0.0,0.0,mwc,30.0,39.566,54.799,Turkmenistan,Asia
"M 6.5 - 23 km SSE of Badamdar, Azerbaijan",6.5,25-11-2000 18:10,0,6,Unknown,0,650,us,268,0.0,0.0,mwc,33.0,40.167,49.954,Azerbaijan,Europe
"M 6.8 - 15 km SSE of Baku, Azerbaijan",6.8,25-11-2000 18:09,0,6,Unknown,0,711,us,446,0.0,0.0,mwc,50.4,40.245,49.946,Azerbaijan,Europe
"M 6.8 - 112 km SSW of Kokopo, Papua New Guinea",6.8,18-11-2000 06:54,0,6,Unknown,0,711,us,402,0.0,0.0,mwb,33.0,-5.228,151.771,Papua New Guinea,Oceania
"M 6.6 - 131 km SE of Kokopo, Papua New Guinea",6.6,18-11-2000 02:05,0,6,Unknown,0,670,us,267,0.0,0.0,mwc,33.0,-5.097,153.181,Papua New Guinea,Oceania
"M 7.8 - 138 km SSW of Kokopo, Papua New Guinea",7.8,17-11-2000 21:01,0,7,Unknown,0,936,us,346,0.0,0.0,mwc,33.0,-5.496,151.781,Papua New Guinea,Oceania
"M 6.5 - 118 km ESE of Kokopo, Papua New Guinea",6.5,16-11-2000 07:45,0,6,Unknown,0,650,us,71,0.0,0.0,mb,33.0,-4.827,153.226,Papua New Guinea,Oceania
"M 7.8 - 135 km SE of Kokopo, Papua New Guinea",7.8,16-11-2000 07:42,0,7,Unknown,0,936,us,294,0.0,0.0,mwc,30.0,-5.233,153.102,Papua New Guinea,Oceania
"M 8.0 - 24 km N of Rabaul, Papua New Guinea",8.0,16-11-2000 04:54,0,7,Unknown,0,985,us,254,0.0,0.0,mwc,33.0,-3.98,152.169,Papua New Guinea,Oceania
"M 6.5 - 10 km SW of Juradó, Colombia",6.5,08-11-2000 06:59,0,7,Unknown,0,650,us,462,0.0,0.0,mwc,17.0,7.042,-77.829,Colombia,South America
"M 7.0 - 191 km ESE of Kokopo, Papua New Guinea",7.0,29-10-2000 08:37,0,7,Unknown,0,754,us,60,0.0,0.0,mwc,50.0,-4.766,153.945,Papua New Guinea,Oceania
"M 6.8 - 29 km SW of Labuan, Indonesia",6.8,25-10-2000 09:32,0,6,Unknown,0,711,us,415,0.0,0.0,mwc,38.0,-6.549,105.63,Indonesia,Asia
"M 6.7 - 8 km ESE of Matsue, Japan",6.7,06-10-2000 04:30,0,8,Unknown,0,691,us,390,0.0,0.0,mwc,10.0,35.456,133.134,Japan,Asia
"M 7.0 - 29 km WNW of Luganville, Vanuatu",7.0,04-10-2000 16:58,0,7,Unknown,0,754,us,357,0.0,0.0,mwc,23.0,-15.421,166.91,Vanuatu,Oceania
"M 6.5 - 15 km W of Nkove, Tanzania",6.5,02-10-2000 02:25,0,6,Unknown,0,650,us,415,0.0,0.0,mwb,34.0,-7.977,30.709,Tanzania,Africa
"M 6.8 - 98 km WSW of Ambon, Indonesia",6.8,28-08-2000 15:05,0,6,Unknown,0,711,us,336,0.0,0.0,mwc,16.0,-4.11,127.394,Indonesia,Asia
"M 6.5 - 24 km NNW of El Habillal, Mexico",6.5,09-08-2000 11:41,0,6,Unknown,0,650,us,481,0.0,0.0,mwc,45.8,18.198,-102.48,Mexico,North America
"M 6.8 - 35 km SSE of Uglegorsk, Russia",6.8,04-08-2000 21:13,0,7,Unknown,0,711,us,593,0.0,0.0,mwc,10.0,48.786,142.246,Russia,Europe
"M 6.6 - 161 km SSE of Lata, Solomon Islands",6.6,03-08-2000 01:09,0,6,Unknown,0,670,us,218,0.0,0.0,mwc,33.0,-12.037,166.448,Solomon Islands,Oceania
"M 6.5 - 94 km SSE of Shimoda, Japan",6.5,30-07-2000 12:25,0,7,Unknown,0,650,us,428,0.0,0.0,mwc,10.0,33.901,139.376,Japan,Asia
"M 6.6 - 227 km SE of Kandrian, Papua New Guinea",6.6,16-07-2000 03:57,0,5,Unknown,0,670,us,367,0.0,0.0,mwc,10.0,-7.747,150.917,Papua New Guinea,Oceania
"M 6.5 - 24 km SSW of Larsen Bay, Alaska",6.5,11-07-2000 01:32,0,6,Unknown,0,650,ak,0,0.0,0.0,mw,42.9,57.3546,-154.198,United States,North America
"M 6.5 - 12 km ENE of Selfoss, Iceland",6.5,21-06-2000 00:51,0,9,Unknown,0,650,us,351,0.0,0.0,mwc,10.0,63.98,-20.758,Iceland,Europe
M 7.9 - South Indian Ocean,7.9,18-06-2000 14:44,0,5,Unknown,0,960,us,405,0.0,0.0,mwc,10.0,-13.802,97.453,India,Asia
"M 6.5 - 25 km E of Selfoss, Iceland",6.5,17-06-2000 15:40,0,8,Unknown,0,650,us,406,0.0,0.0,mwc,10.0,63.966,-20.487,Iceland,Europe
"M 6.7 - 98 km SSW of Bengkulu, Indonesia",6.7,07-06-2000 23:45,0,5,Unknown,0,691,us,352,0.0,0.0,mwc,33.0,-4.612,101.905,Indonesia,Asia
"M 6.7 - 95 km S of Bengkulu, Indonesia",6.7,04-06-2000 16:39,0,5,Unknown,0,691,us,147,0.0,0.0,mb,33.0,-4.646,102.102,Indonesia,Asia
"M 7.9 - 103 km S of Bengkulu, Indonesia",7.9,04-06-2000 16:28,0,8,Unknown,0,960,us,379,0.0,0.0,mwc,33.0,-4.721,102.087,Indonesia,Asia
"M 7.2 - 75 km N of San Antonio de los Cobres, Argentina",7.2,12-05-2000 18:43,0,5,Unknown,0,798,us,0,0.0,0.0,mwc,225.0,-23.548,-66.452,Argentina,South America
"M 7.6 - 89 km E of Luwuk, Indonesia",7.6,04-05-2000 04:21,0,7,Unknown,0,889,us,0,0.0,0.0,mwc,26.0,-1.105,123.573,Indonesia,Asia
"M 6.6 - 62 km SSW of Ialibu, Papua New Guinea",6.6,03-03-2000 22:22,0,8,Unknown,0,670,us,0,0.0,0.0,mwc,10.0,-6.817,143.807,Papua New Guinea,Oceania
"M 6.6 - 87 km ESE of Kimbe, Papua New Guinea",6.6,06-02-2000 11:33,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,33.0,-5.844,150.876,Papua New Guinea,Oceania
"M 6.8 - 84 km S of Shikotan, Russia",6.8,28-01-2000 14:21,0,6,Unknown,0,711,us,0,0.0,0.0,mwc,61.1,43.046,146.837,Russia,Europe
"M 7.2 - 117 km SSW of Hihifo, Tonga",7.2,08-01-2000 16:47,0,6,Unknown,0,798,us,0,0.0,0.0,mwc,183.4,-16.925,-174.248,Tonga,Oceania
"M 6.9 - 50 km WSW of Lata, Solomon Islands",6.9,29-12-1999 13:29,0,6,Unknown,0,732,us,0,0.0,0.0,mwb,33.0,-10.86,165.354,Solomon Islands,Oceania
"M 6.5 - 59 km SSW of Labuan, Indonesia",6.5,21-12-1999 14:14,0,6,Unknown,0,650,us,0,0.0,0.0,mwb,56.0,-6.845,105.555,Indonesia,Asia
"M 7.3 - 14 km WNW of Bolitoc, Philippines",7.3,11-12-1999 18:03,0,7,Unknown,0,820,us,0,0.0,0.0,mwc,33.0,15.766,119.74,Philippines,Asia
"M 7.0 - 26 km SSE of Karluk, Alaska",7.0,06-12-1999 23:12,0,7,Unknown,0,754,ak,0,0.0,0.0,mw,43.6,57.3424,-154.347,United States,North America
"M 6.6 - 127 km ESE of Arica, Chile",6.6,30-11-1999 04:01,0,5,Unknown,0,670,us,0,0.0,0.0,mwb,128.1,-18.901,-69.171,Chile,South America
"M 7.5 - 92 km ESE of Lakatoro, Vanuatu",7.5,26-11-1999 13:21,0,7,Unknown,0,865,us,0,0.0,0.0,mwc,33.0,-16.423,168.214,Vanuatu,Oceania
"M 7.0 - 88 km W of Kandrian, Papua New Guinea",7.0,19-11-1999 13:56,0,6,Unknown,0,754,us,0,0.0,0.0,mwc,33.0,-6.351,148.763,Papua New Guinea,Oceania
"M 6.9 - 84 km WNW of Kandrian, Papua New Guinea",6.9,17-11-1999 03:27,0,6,Unknown,0,732,us,0,0.0,0.0,mwc,47.5,-5.978,148.82,Papua New Guinea,Oceania
"M 7.2 - 8 km S of Düzce, Turkey",7.2,12-11-1999 16:57,0,9,Unknown,0,798,us,0,0.0,0.0,mwc,10.0,40.758,31.161,Turkey,Europe
"M 6.5 - 31 km SW of Ashk?sham, Afghanistan",6.5,08-11-1999 16:45,0,4,Unknown,0,650,us,0,0.0,0.0,mwc,228.4,36.522,71.24,Afghanistan,Asia
"M 7.1 - Hector Mine, CA Earthquake",7.1,16-10-1999 09:46,8,8,Unknown,0,1576,ci,73,0.0,57.0,mw,13.73,34.6033,-116.265,United States,North America
"M 7.5 - 15 km W of San Baltazar Loxicha, Mexico",7.5,30-09-1999 16:31,0,8,Unknown,0,865,us,0,0.0,0.0,mwc,60.6,16.059,-96.931,Mexico,North America
"M 6.5 - 31 km SE of Puli, Taiwan",6.5,25-09-1999 23:52,0,7,Unknown,0,650,us,0,0.0,0.0,mwc,17.0,23.738,121.158,Taiwan,Asia
"M 7.7 - 21 km S of Puli, Taiwan",7.7,20-09-1999 17:47,0,9,Unknown,0,912,us,0,0.0,0.0,mwc,33.0,23.772,120.982,Taiwan,Asia
"M 6.6 - 66 km E of Lakatoro, Vanuatu",6.6,22-08-1999 12:40,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,33.0,-16.117,168.039,Vanuatu,Oceania
"M 6.9 - 42 km S of Quepos, Costa Rica",6.9,20-08-1999 10:02,0,6,Unknown,0,732,us,0,0.0,0.0,mwc,20.0,9.044,-84.159,Costa Rica,North America
"M 7.6 - 4 km ESE of Derince, Turkey",7.6,17-08-1999 00:01,0,9,Unknown,0,889,us,0,0.0,0.0,mwc,17.0,40.748,29.864,Turkey,Europe
"M 6.7 - 16 km N of Potrerillos, Honduras",6.7,11-07-1999 14:14,0,8,Unknown,0,691,us,0,0.0,0.0,mwc,10.0,15.782,-88.33,Guatemala,North America
"M 7.0 - 1 km SE of Texcala, Mexico",7.0,15-06-1999 20:42,0,7,Unknown,0,754,us,0,0.0,0.0,mwc,70.0,18.386,-97.436,Mexico,North America
"M 6.6 - 113 km SE of Kokopo, Papua New Guinea",6.6,17-05-1999 10:07,0,5,Unknown,0,670,us,0,0.0,0.0,mwc,27.0,-5.165,152.877,Papua New Guinea,Oceania
"M 7.1 - 51 km SSE of Kokopo, Papua New Guinea",7.1,16-05-1999 00:51,0,7,Unknown,0,776,us,0,0.0,0.0,mwc,73.7,-4.751,152.486,Papua New Guinea,Oceania
"M 7.1 - 92 km ENE of Kimbe, Papua New Guinea",7.1,10-05-1999 20:33,0,7,Unknown,0,776,us,0,0.0,0.0,mwb,138.0,-5.159,150.88,Papua New Guinea,Oceania
"M 6.8 - 132 km WSW of Haveluloto, Tonga",6.8,13-04-1999 10:38,0,5,Unknown,0,711,us,0,0.0,0.0,mwc,164.2,-21.422,-176.46,Tonga,Oceania
"M 7.4 - 63 km W of Kimbe, Papua New Guinea",7.4,05-04-1999 11:08,0,7,Unknown,0,842,us,0,0.0,0.0,mwc,150.0,-5.591,149.568,Papua New Guinea,Oceania
"M 6.8 - 6 km SE of Camaná, Peru",6.8,03-04-1999 06:17,0,7,Unknown,0,711,us,0,0.0,0.0,mwc,87.2,-16.66,-72.662,Peru,South America
"M 6.6 - 9 km NNW of P?palkoti, India",6.6,28-03-1999 19:05,0,7,Unknown,0,670,us,0,0.0,0.0,mwb,15.0,30.512,79.403,India,Asia
"M 6.9 - 78 km WSW of Adak, Alaska",6.9,20-03-1999 10:47,0,6,Unknown,0,732,us,0,0.0,0.0,mwc,33.0,51.587,-177.668,United States,North America
"M 6.9 - 123 km SE of Vilyuchinsk, Russia",6.9,08-03-1999 12:25,0,5,Unknown,0,732,us,0,0.0,0.0,mwc,56.6,52.056,159.52,Russia,Europe
"M 7.1 - 69 km S of Tabiauan, Philippines",7.1,04-03-1999 08:52,0,6,Unknown,0,776,us,0,0.0,0.0,mwc,33.0,5.397,121.937,Philippines,Asia
"M 6.6 - 110 km SSE of K?h Sef?d, Iran",6.6,04-03-1999 05:38,0,7,Unknown,0,670,us,0,0.0,0.0,mwc,33.0,28.343,57.193,Iran,Asia
"M 7.3 - 146 km NW of Sola, Vanuatu",7.3,06-02-1999 21:47,0,7,Unknown,0,820,us,0,0.0,0.0,mwc,90.1,-12.853,166.697,Vanuatu,Oceania
"M 6.6 - 18 km WSW of Nikolski, Alaska",6.6,28-01-1999 08:10,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,67.2,52.886,-169.123,United States,North America
"M 7.0 - 110 km ESE of Kokopo, Papua New Guinea",7.0,19-01-1999 03:35,0,7,Unknown,0,754,us,0,0.0,0.0,mwc,114.1,-4.596,153.235,Papua New Guinea,Oceania
"M 6.8 - 131 km WSW of Haveluloto, Tonga",6.8,27-12-1998 00:38,0,5,Unknown,0,711,us,0,0.0,0.0,mwc,144.3,-21.632,-176.376,Tonga,Oceania
"M 7.7 - 264 km ESE of Luwuk, Indonesia",7.7,29-11-1998 14:10,0,7,Unknown,0,912,us,0,0.0,0.0,mwc,33.0,-2.071,124.891,Indonesia,Asia
"M 7.0 - 278 km NE of Lospalos, Timor Leste",7.0,09-11-1998 05:38,0,7,Unknown,0,754,us,0,0.0,0.0,mwc,33.0,-6.92,128.946,Indonesia,Asia
"M 6.7 - 282 km NE of Lospalos, Timor Leste",6.7,09-11-1998 05:30,0,6,Unknown,0,691,us,0,0.0,0.0,mwc,33.0,-6.954,129.022,Indonesia,Asia
"M 6.6 - 8 km WSW of Sumberpucung, Indonesia",6.6,28-09-1998 13:34,0,5,Unknown,0,670,us,0,0.0,0.0,mwb,151.6,-8.194,112.413,Indonesia,Asia
"M 6.6 - 66 km NNW of Coquimbo, Chile",6.6,03-09-1998 17:37,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,27.0,-29.45,-71.715,Chile,South America
"M 6.8 - 123 km SSE of Pondaguitan, Philippines",6.8,02-09-1998 08:37,0,5,Unknown,0,711,us,0,0.0,0.0,mwc,50.0,5.41,126.764,Indonesia,Asia
"M 7.2 - 3 km E of Bahía de Caráquez, Ecuador",7.2,04-08-1998 18:59,0,7,Unknown,0,798,us,0,0.0,0.0,mwc,33.0,-0.593,-80.393,Ecuador,South America
"M 6.7 - 192 km W of Abepura, Indonesia",6.7,29-07-1998 18:00,0,6,Unknown,0,691,us,0,0.0,0.0,mwc,33.0,-2.693,138.901,Indonesia,Asia
"M 7.0 - 50 km WNW of Aitape, Papua New Guinea",7.0,17-07-1998 08:49,0,7,Unknown,0,754,us,0,0.0,0.0,mwc,10.0,-2.961,141.926,Papua New Guinea,Oceania
"M 7.0 - 52 km SE of Lata, Solomon Islands",7.0,16-07-1998 11:56,0,7,Unknown,0,754,us,0,0.0,0.0,mwc,110.2,-11.04,166.16,Solomon Islands,Oceania
"M 6.6 - 24 km E of Rust?q, Afghanistan",6.6,30-05-1998 06:22,0,6,Unknown,0,670,us,0,0.0,0.0,mwb,33.0,37.106,70.11,Afghanistan,Asia
"M 6.6 - 25 km NNW of Mizque, Bolivia",6.6,22-05-1998 04:48,0,8,Unknown,0,670,us,0,0.0,0.0,mwb,24.0,-17.731,-65.431,Bolivia,South America
"M 6.7 - 127 km NNW of Palu, Indonesia",6.7,21-05-1998 05:34,0,6,Unknown,0,691,us,0,0.0,0.0,mwb,33.0,0.207,119.584,Indonesia,Asia
"M 6.6 - 108 km SW of Kokopo, Papua New Guinea",6.6,13-05-1998 23:02,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,61.4,-5.147,151.714,Papua New Guinea,Oceania
"M 7.5 - 254 km SSE of Ishigaki, Japan",7.5,03-05-1998 23:30,0,5,Unknown,0,865,us,0,0.0,0.0,mwb,33.0,22.306,125.308,Japan,Asia
"M 6.6 - 43 km NE of San Fernando, Peru",6.6,03-04-1998 22:01,0,5,Unknown,0,670,us,0,0.0,0.0,mwc,164.6,-8.148,-74.238,Peru,South America
"M 7.0 - 95 km W of Pariaman, Indonesia",7.0,01-04-1998 17:56,0,6,Unknown,0,754,us,0,0.0,0.0,mwc,55.7,-0.544,99.261,Indonesia,Asia
"M 6.6 - 52 km ESE of Kerman, Iran",6.6,14-03-1998 19:40,0,8,Unknown,0,670,us,0,0.0,0.0,mwc,9.0,30.154,57.605,Iran,Asia
"M 7.1 - 34 km SSE of Antofagasta, Chile",7.1,30-01-1998 12:16,0,7,Unknown,0,776,us,0,0.0,0.0,mwc,42.0,-23.913,-70.207,Chile,South America
"M 6.7 - 149 km ENE of Labasa, Fiji",6.7,12-01-1998 16:36,0,6,Unknown,0,691,us,0,0.0,0.0,mwc,23.4,-15.848,-179.376,Fiji,Oceania
"M 6.6 - 47 km SSW of Ovalle, Chile",6.6,12-01-1998 10:14,0,7,Unknown,0,670,us,0,0.0,0.0,mwc,34.8,-30.985,-71.41,Chile,South America
"M 6.6 - 10 km SSW of San José El Ídolo, Guatemala",6.6,10-01-1998 08:20,0,6,Unknown,0,670,us,0,0.0,0.0,mwc,33.0,14.374,-91.473,Guatemala,North America
"M 7.2 - 117 km N of Finschhafen, Papua New Guinea",7.2,22-12-1997 02:05,0,6,Unknown,0,798,us,0,0.0,0.0,mwc,179.3,-5.495,147.867,Papua New Guinea,Oceania
